Name,Team,Position,PositionExp,PositionGrp,Side,Age,Height,Weight,Years,Playtime,College,Jersey
Artie Burns,Pittsburgh,CB,Cornerback,Defensive Back,Defense,21,72,193,0,Rookie,Miami,1
Senquez Golson,Pittsburgh,CB,Cornerback,Defensive Back,Defense,23,69,176,2,1-4 Yrs,Ole Miss,27
William Gay,Pittsburgh,CB,Cornerback,Defensive Back,Defense,31,70,187,10,9-12 Yrs,Louisville,22
Doran Grant,Pittsburgh,CB,Cornerback,Defensive Back,Defense,23,70,200,2,1-4 Yrs,Ohio State,24
Montell Garner,Pittsburgh,CB,Cornerback,Defensive Back,Defense,23,71,188,0,Rookie,South Alabama,40
Al-Hajj Shabazz,Pittsburgh,CB,Cornerback,Defensive Back,Defense,23,74,200,0,Rookie,West Chester,44
Ricardo Mathews,Pittsburgh,DE,Defensive End,Front Seven,Defense,28,75,300,7,5-8 Yrs,Cincinnati,90
Cameron Heyward,Pittsburgh,DE,Defensive End,Front Seven,Defense,27,77,295,6,5-8 Yrs,Ohio State,97
L.T. Walton,Pittsburgh,DE,Defensive End,Front Seven,Defense,24,77,305,2,1-4 Yrs,Central Michigan,96
Caushaud Lyons,Pittsburgh,DE,Defensive End,Front Seven,Defense,23,77,284,1,1-4 Yrs,Tusculum,3
Stephon Tuitt,Pittsburgh,DE,Defensive End,Front Seven,Defense,23,78,303,3,1-4 Yrs,Notre Dame,91
Johnny Maxey,Pittsburgh,DL,Defensive Lineman,Front Seven,Defense,22,77,305,0,Rookie,Mars Hill,92
Javon Hargrave,Pittsburgh,DT,Defensive Tackle,Front Seven,Defense,23,73,309,0,Rookie,South Carolina State,97
Roy Philon,Pittsburgh,DT,Defensive Tackle,Front Seven,Defense,25,75,291,1,1-4 Yrs,Louisville,69
Lavon Hooks,Pittsburgh,DT,Defensive Tackle,Front Seven,Defense,24,75,312,0,Rookie,Ole Miss,65
Devaunte Sigler,Pittsburgh,DT,Defensive Tackle,Front Seven,Defense,24,75,311,0,Rookie,Jacksonville State,8
Giorgio Newberry,Pittsburgh,DT,Defensive Tackle,Front Seven,Defense,24,78,295,0,Rookie,Florida State,4
Daniel McCullers,Pittsburgh,DT,Defensive Tackle,Front Seven,Defense,23,79,352,3,1-4 Yrs,Tennessee,62
Roosevelt Nix,Pittsburgh,FB,Fullback,Tailback,Offense,24,71,248,2,1-4 Yrs,Kent State,45
Mike Mitchell,Pittsburgh,FS,Free Safety,Defensive Back,Defense,29,73,221,8,5-8 Yrs,Ohio,23
Cole Manhart,Pittsburgh,G,Guard,Offensive Line,Offense,23,76,298,1,1-4 Yrs,Nebraska-Kearney,65
James Harrison,Pittsburgh,LB,Linebacker,Front Seven,Defense,38,72,242,14,13+ Yrs,Kent State,92
Arthur Moats,Pittsburgh,LB,Linebacker,Front Seven,Defense,28,72,246,7,5-8 Yrs,James Madison,55
L.J. Fort,Pittsburgh,LB,Linebacker,Front Seven,Defense,26,72,230,2,1-4 Yrs,Northern Iowa,54
Tyler Matakevich,Pittsburgh,LB,Linebacker,Front Seven,Defense,23,72,238,0,Rookie,Temple,8
Lawrence Timmons,Pittsburgh,LB,Linebacker,Front Seven,Defense,30,73,234,10,9-12 Yrs,Florida State,94
Steven Johnson,Pittsburgh,LB,Linebacker,Front Seven,Defense,28,73,237,5,5-8 Yrs,Kansas,NA
Vince Williams,Pittsburgh,LB,Linebacker,Front Seven,Defense,26,73,253,4,1-4 Yrs,Florida State,98
Ryan Shazier,Pittsburgh,LB,Linebacker,Front Seven,Defense,23,73,230,3,1-4 Yrs,Ohio State,50
Jarvis Jones,Pittsburgh,LB,Linebacker,Front Seven,Defense,26,75,248,4,1-4 Yrs,Georgia,95
Anthony Chickillo,Pittsburgh,LB,Linebacker,Front Seven,Defense,23,75,267,2,1-4 Yrs,Miami,56
Jordan Zumwalt,Pittsburgh,LB,Linebacker,Front Seven,Defense,24,76,235,3,1-4 Yrs,UCLA,52
Bud Dupree,Pittsburgh,LB,Linebacker,Front Seven,Defense,23,76,269,2,1-4 Yrs,Kentucky,48
Travis Feeney,Pittsburgh,LB,Linebacker,Front Seven,Defense,23,76,230,0,Rookie,Washington,41
Greg Warren,Pittsburgh,LS,Long Snapper (pre-1970 this may indicate Left Safety),Special Teams,Special Teams,34,75,252,12,9-12 Yrs,North Carolina,60
Matt Dooley,Pittsburgh,LS,Long Snapper (pre-1970 this may indicate Left Safety),Special Teams,Special Teams,23,76,251,0,Rookie,Indiana,42
Cody Wallace,Pittsburgh,OG,Offensive Guard,Offensive Line,Offense,31,76,296,7,5-8 Yrs,Texas A&M,72
Ramon Foster,Pittsburgh,OG,Offensive Guard,Offensive Line,Offense,30,77,328,8,5-8 Yrs,Tennessee,73
David DeCastro,Pittsburgh,OG,Offensive Guard,Offensive Line,Offense,26,77,316,5,5-8 Yrs,Stanford,66
Ryan Harris,Pittsburgh,OT,Offensive Tackle,Offensive Line,Offense,31,77,302,9,9-12 Yrs,Notre Dame,68
Marcus Gilbert,Pittsburgh,OT,Offensive Tackle,Offensive Line,Offense,28,78,330,6,5-8 Yrs,Florida,77
Matt Feiler,Pittsburgh,OT,Offensive Tackle,Offensive Line,Offense,24,78,330,1,1-4 Yrs,Bloomsburg,1
Jerald Hawkins,Pittsburgh,OT,Offensive Tackle,Offensive Line,Offense,22,78,305,0,Rookie,LSU,65
Alejandro Villanueva,Pittsburgh,OT,Offensive Tackle,Offensive Line,Offense,27,81,320,2,1-4 Yrs,Army,78
Brian Mihalik,Pittsburgh,OT,Offensive Tackle,Offensive Line,Offense,23,81,302,1,1-4 Yrs,Boston College,69
Will Monday,Pittsburgh,P,Punter,Special Teams,Special Teams,23,76,212,0,Rookie,Duke,41
Jordan Berry,Pittsburgh,P,Punter,Special Teams,Special Teams,25,77,195,2,1-4 Yrs,Eastern Kentucky,4
Chris Boswell,Pittsburgh,PK,Place Kicker,Special Teams,Special Teams,25,74,185,2,1-4 Yrs,Rice,9
Bruce Gradkowski,Pittsburgh,QB,Quarterback,QB,Offense,33,73,220,11,9-12 Yrs,Toledo,5
Landry Jones,Pittsburgh,QB,Quarterback,QB,Offense,27,75,225,4,1-4 Yrs,Oklahoma,3
Ben Roethlisberger,Pittsburgh,QB,Quarterback,QB,Offense,34,77,240,13,13+ Yrs,Miami (OH),7
Dustin Vaughan,Pittsburgh,QB,Quarterback,QB,Offense,25,77,240,2,1-4 Yrs,West Texas A&M,13
Brandon Brown-Dukes,Pittsburgh,RB,Running Back,Tailback,Offense,24,68,195,0,Rookie,Mercyhurst,NA
DeAngelo Williams,Pittsburgh,RB,Running Back,Tailback,Offense,33,69,207,11,9-12 Yrs,Memphis,34
Daryl Richardson,Pittsburgh,RB,Running Back,Tailback,Offense,26,70,196,3,1-4 Yrs,Abilene Christian,38
Fitzgerald Toussaint,Pittsburgh,RB,Running Back,Tailback,Offense,26,70,211,3,1-4 Yrs,Michigan,33
Le'Veon Bell,Pittsburgh,RB,Running Back,Tailback,Offense,24,73,244,4,1-4 Yrs,Michigan State,26
Cameron Stingily,Pittsburgh,RB,Running Back,Tailback,Offense,24,73,235,0,Rookie,Northern Illinois,30
Brandon Johnson,Pittsburgh,RB,Running Back,Tailback,Offense,23,74,228,0,Rookie,Penn State,NA
Ross Ventrone,Pittsburgh,S,Safety,Defensive Back,Defense,29,68,198,4,1-4 Yrs,Villanova,35
Ray Vinopal,Pittsburgh,S,Safety,Defensive Back,Defense,24,70,195,0,Rookie,Pittsburgh,36
Jordan Dangerfield,Pittsburgh,S,Safety,Defensive Back,Defense,25,71,200,1,1-4 Yrs,Towson,37
Robert Golden,Pittsburgh,S,Safety,Defensive Back,Defense,25,71,202,5,5-8 Yrs,Arizona,21
Sean Davis,Pittsburgh,S,Safety,Defensive Back,Defense,22,73,201,0,Rookie,Maryland,21
Jacob Hagen,Pittsburgh,S,Safety,Defensive Back,Defense,24,74,205,1,1-4 Yrs,Liberty,42
Shamarko Thomas,Pittsburgh,SS,Strong Safety,Defensive Back,Defense,25,69,205,4,1-4 Yrs,Syracuse,29
Xavier Grimble,Pittsburgh,TE,Tight End,Tight End,Offense,23,76,261,1,1-4 Yrs,USC,2
Ladarius Green,Pittsburgh,TE,Tight End,Tight End,Offense,26,78,240,5,5-8 Yrs,Louisiana Lafayette,89
Jesse James,Pittsburgh,TE,Tight End,Tight End,Offense,22,79,261,2,1-4 Yrs,Penn State,81
Levi Norwood,Pittsburgh,WR,Wide Receiver,Wide Receiver,Offense,24,72,197,0,Rookie,Baylor,18
Antonio Brown,Pittsburgh,WR,Wide Receiver,Wide Receiver,Offense,28,70,181,7,5-8 Yrs,Central Michigan,84
Marcus Tucker,Pittsburgh,WR,Wide Receiver,Wide Receiver,Offense,24,70,190,0,Rookie,Northern Michigan,NA
Eli Rogers,Pittsburgh,WR,Wide Receiver,Wide Receiver,Offense,23,70,180,2,1-4 Yrs,Louisville,17
Tobais Palmer,Pittsburgh,WR,Wide Receiver,Wide Receiver,Offense,26,71,178,1,1-4 Yrs,NC State,87
Markus Wheaton,Pittsburgh,WR,Wide Receiver,Wide Receiver,Offense,25,71,189,4,1-4 Yrs,Oregon State,11
Demarcus Ayers,Pittsburgh,WR,Wide Receiver,Wide Receiver,Offense,22,71,190,0,Rookie,Houston,10
Sammie Coates,Pittsburgh,WR,Wide Receiver,Wide Receiver,Offense,23,73,212,2,1-4 Yrs,Auburn,14
Darrius Heyward-Bey,Pittsburgh,WR,Wide Receiver,Wide Receiver,Offense,29,74,210,8,5-8 Yrs,Maryland,88
Canaan Severin,Pittsburgh,WR,Wide Receiver,Wide Receiver,Offense,23,74,205,0,Rookie,Virginia,9
Shakim Phillips,Pittsburgh,WR,Wide Receiver,Wide Receiver,Offense,24,75,206,1,1-4 Yrs,Boston College,19
Martavis Bryant,Pittsburgh,WR,Wide Receiver,Wide Receiver,Offense,24,76,211,3,1-4 Yrs,Clemson,10
Issac Blakeney,Pittsburgh,WR,Wide Receiver,Wide Receiver,Offense,23,78,225,1,1-4 Yrs,Duke,17
Mike Windt,San Diego,C,Center,Offensive Line,Offense,30,73,237,7,5-8 Yrs,Cincinnati,47
Chris Watt,San Diego,C,Center,Offensive Line,Offense,25,75,310,3,1-4 Yrs,Notre Dame,65
Spencer Pulley,San Diego,C,Center,Offensive Line,Offense,23,76,300,0,Rookie,Vanderbilt,77
Trevor Robinson,San Diego,C,Center,Offensive Line,Offense,26,77,300,5,5-8 Yrs,Notre Dame,60
Max Tuerk,San Diego,C,Center,Offensive Line,Offense,22,77,269,0,Rookie,USC,75
Brandon Flowers,San Diego,CB,Cornerback,Defensive Back,Defense,30,69,187,9,9-12 Yrs,Virginia Tech,24
Jason Verrett,San Diego,CB,Cornerback,Defensive Back,Defense,25,70,188,3,1-4 Yrs,TCU,22
Steve Williams,San Diego,CB,Cornerback,Defensive Back,Defense,25,70,185,4,1-4 Yrs,California,23
Greg Ducre,San Diego,CB,Cornerback,Defensive Back,Defense,24,70,184,3,1-4 Yrs,Washington,33
Casey Hayward,San Diego,CB,Cornerback,Defensive Back,Defense,26,71,192,5,5-8 Yrs,Vanderbilt,NA
Richard Crawford,San Diego,CB,Cornerback,Defensive Back,Defense,25,71,192,3,1-4 Yrs,SMU,35
Craig Mager,San Diego,CB,Cornerback,Defensive Back,Defense,24,71,200,2,1-4 Yrs,Texas State,29
Larry Scott,San Diego,CB,Cornerback,Defensive Back,Defense,23,71,194,0,Rookie,Oregon State,15
Trevor Williams,San Diego,CB,Cornerback,Defensive Back,Defense,22,73,287,0,Rookie,Penn State,10
Jahleel Addae,San Diego,DB,Defensive Back,Defensive Back,Defense,26,70,195,4,1-4 Yrs,Central Michigan,37
Darius Philon,San Diego,DE,Defensive End,Front Seven,Defense,22,73,300,2,1-4 Yrs,Arkansas,93
Chris Landrum,San Diego,DE,Defensive End,Front Seven,Defense,23,75,249,0,Rookie,Jacksonville State,90
Joey Bosa,San Diego,DE,Defensive End,Front Seven,Defense,21,78,275,0,Rookie,Ohio State,97
Chuka Ndulue,San Diego,DL,Defensive Lineman,Front Seven,Defense,24,75,289,1,1-4 Yrs,Oklahoma,96
Brandon Mebane,San Diego,DT,Defensive Tackle,Front Seven,Defense,31,73,311,10,9-12 Yrs,California,NA
Tenny Palepoi,San Diego,DT,Defensive Tackle,Front Seven,Defense,25,73,298,3,1-4 Yrs,Utah,95
Damion Square,San Diego,DT,Defensive Tackle,Front Seven,Defense,27,74,293,4,1-4 Yrs,Alabama,71
Corey Liuget,San Diego,DT,Defensive Tackle,Front Seven,Defense,26,74,300,6,5-8 Yrs,Illinois,94
Carlos Wray,San Diego,DT,Defensive Tackle,Front Seven,Defense,22,74,291,0,Rookie,Duke,98
Chris Swain,San Diego,FB,Fullback,Tailback,Offense,NA,72,247,0,Rookie,Navy,37
Derek Watt,San Diego,FB,Fullback,Tailback,Offense,23,74,236,0,Rookie,Wisconsin,34
Donavon Clark,San Diego,G,Guard,Offensive Line,Offense,23,76,315,0,Rookie,Michigan State,76
Matt Slauson,San Diego,G,Guard,Offensive Line,Offense,30,77,320,8,5-8 Yrs,Nebraska,NA
D.J. Fluker,San Diego,G,Guard,Offensive Line,Offense,25,77,339,4,1-4 Yrs,Alabama,76
Kenny Wiggins,San Diego,G,Guard,Offensive Line,Offense,27,78,314,3,1-4 Yrs,Fresno State,79
Shaq Petteway,San Diego,LB,Linebacker,Front Seven,Defense,23,72,225,0,Rookie,West Virginia,36
Denzel Perryman,San Diego,LB,Linebacker,Front Seven,Defense,23,71,240,2,1-4 Yrs,Miami,52
Jatavis Brown,San Diego,LB,Linebacker,Front Seven,Defense,22,71,227,0,Rookie,Akron,1
Manti Te'o,San Diego,LB,Linebacker,Front Seven,Defense,25,73,241,4,1-4 Yrs,Notre Dame,50
Nick Dzubnar,San Diego,LB,Linebacker,Front Seven,Defense,24,73,240,2,1-4 Yrs,Cal Poly,48
Melvin Ingram,San Diego,LB,Linebacker,Front Seven,Defense,27,74,247,5,5-8 Yrs,South Carolina,54
Kyle Emanuel,San Diego,LB,Linebacker,Front Seven,Defense,24,75,250,2,1-4 Yrs,North Dakota State,51
Brock Hekking,San Diego,LB,Linebacker,Front Seven,Defense,24,75,250,2,1-4 Yrs,Nevada,59
Jeremiah Attaochu,San Diego,LB,Linebacker,Front Seven,Defense,23,75,252,3,1-4 Yrs,Georgia Tech,97
Ben Gardner,San Diego,LB,Linebacker,Front Seven,Defense,25,76,270,2,1-4 Yrs,Stanford,49
Tourek Williams,San Diego,LB,Linebacker,Front Seven,Defense,25,76,262,4,1-4 Yrs,Florida Intl,58
Dexter McCoil,San Diego,LB,Linebacker,Front Seven,Defense,24,76,220,0,Rookie,Tulsa,86
Tyler Marcordes,San Diego,LB,Linebacker,Front Seven,Defense,23,76,237,0,Rookie,Georgia Tech,35
Joshua Perry,San Diego,LB,Linebacker,Front Seven,Defense,22,76,254,0,Rookie,Ohio State,37
Ryan Carrethers,San Diego,NT,Nose Tackle,Front Seven,Defense,25,73,333,3,1-4 Yrs,Arkansas State,92
Sean Lissemore,San Diego,NT,Nose Tackle,Front Seven,Defense,28,75,303,7,5-8 Yrs,William & Mary,98
Mike McQueen,San Diego,OL,Offensive Line,Offensive Line,Offense,22,78,287,0,Rookie,Ohio,75
Joe Barksdale,San Diego,OT,Offensive Tackle,Offensive Line,Offense,28,77,326,6,5-8 Yrs,LSU,72
Tyreek Burwell,San Diego,OT,Offensive Tackle,Offensive Line,Offense,24,77,305,2,1-4 Yrs,Cincinnati,78
Tyler Johnstone,San Diego,OT,Offensive Tackle,Offensive Line,Offense,23,77,293,0,Rookie,Oregon,64
Chris Hairston,San Diego,OT,Offensive Tackle,Offensive Line,Offense,27,78,330,5,5-8 Yrs,Clemson,75
Brett Boyko,San Diego,OT,Offensive Tackle,Offensive Line,Offense,23,78,301,1,1-4 Yrs,UNLV,67
Orlando Franklin,San Diego,OT,Offensive Tackle,Offensive Line,Offense,28,79,320,6,5-8 Yrs,Miami,74
King Dunlap,San Diego,OT,Offensive Tackle,Offensive Line,Offense,30,81,330,9,9-12 Yrs,Auburn,77
Kasey Redfern,San Diego,P,Punter,Special Teams,Special Teams,24,74,215,1,1-4 Yrs,Wofford,3
Drew Kaser,San Diego,P,Punter,Special Teams,Special Teams,23,74,212,0,Rookie,Texas A&M,38
Josh Lambo,San Diego,PK,Place Kicker,Special Teams,Special Teams,25,72,215,2,1-4 Yrs,Texas A&M,2
Terrell Chestnut,San Diego,QB,Quarterback,QB,Offense,24,71,188,0,Rookie,West Virginia,16
Mike Bercovici,San Diego,QB,Quarterback,QB,Offense,23,73,210,0,Rookie,Arizona State,2
Kellen Clemens,San Diego,QB,Quarterback,QB,Offense,33,74,220,11,9-12 Yrs,Oregon,10
Philip Rivers,San Diego,QB,Quarterback,QB,Offense,34,77,228,13,13+ Yrs,NC State,17
Zach Mettenberger,San Diego,QB,Quarterback,QB,Offense,25,77,224,3,1-4 Yrs,LSU,NA
Danny Woodhead,San Diego,RB,Running Back,Tailback,Offense,31,68,200,9,9-12 Yrs,Chadron State,39
Branden Oliver,San Diego,RB,Running Back,Tailback,Offense,25,68,208,3,1-4 Yrs,Buffalo,43
Kenneth Farrow,San Diego,RB,Running Back,Tailback,Offense,23,70,220,0,Rookie,Houston,35
Dreamius Smith,San Diego,RB,Running Back,Tailback,Offense,23,71,217,1,1-4 Yrs,West Virginia,36
Melvin Gordon,San Diego,RB,Running Back,Tailback,Offense,23,73,215,2,1-4 Yrs,Wisconsin,28
Adrian McDonald,San Diego,S,Safety,Defensive Back,Defense,22,70,192,0,Rookie,Houston,16
Dwight Lowery,San Diego,S,Safety,Defensive Back,Defense,30,71,212,9,9-12 Yrs,San Jose State,NA
Darrell Stuckey,San Diego,S,Safety,Defensive Back,Defense,29,71,212,7,5-8 Yrs,Kansas,25
Adrian Phillips,San Diego,S,Safety,Defensive Back,Defense,24,71,210,2,1-4 Yrs,Texas,31
Antonio Gates,San Diego,TE,Tight End,Tight End,Offense,36,76,255,14,13+ Yrs,Kent State,85
Jeff Cumberland,San Diego,TE,Tight End,Tight End,Offense,29,76,260,7,5-8 Yrs,Illinois,87
Sean McGrath,San Diego,TE,Tight End,Tight End,Offense,28,77,247,2,1-4 Yrs,Henderson State,84
Asante Cleveland,San Diego,TE,Tight End,Tight End,Offense,24,77,260,2,1-4 Yrs,Miami,45
Matt Weiser,San Diego,TE,Tight End,Tight End,Offense,23,77,241,0,Rookie,Buffalo,NA
Hunter Henry,San Diego,TE,Tight End,Tight End,Offense,21,77,253,0,Rookie,Arkansas,84
Tim Semisch,San Diego,TE,Tight End,Tight End,Offense,24,80,275,1,1-4 Yrs,Northern Illinois,87
Torrence Allen,San Diego,WR,Wide Receiver,Wide Receiver,Offense,25,72,183,2,1-4 Yrs,West Texas A&M,83
Javontee Herndon,San Diego,WR,Wide Receiver,Wide Receiver,Offense,25,72,194,2,1-4 Yrs,Arkansas,81
Travis Benjamin,San Diego,WR,Wide Receiver,Wide Receiver,Offense,26,70,175,5,5-8 Yrs,Miami,NA
Isaiah Burse,San Diego,WR,Wide Receiver,Wide Receiver,Offense,24,70,187,2,1-4 Yrs,Fresno State,12
Deandre Reaves,San Diego,WR,Wide Receiver,Wide Receiver,Offense,24,70,179,0,Rookie,Marshall,19
Jamaal Jones,San Diego,WR,Wide Receiver,Wide Receiver,Offense,23,73,187,0,Rookie,Montana,6
Stevie Johnson,San Diego,WR,Wide Receiver,Wide Receiver,Offense,30,74,207,9,9-12 Yrs,Kentucky,11
Keenan Allen,San Diego,WR,Wide Receiver,Wide Receiver,Offense,24,74,211,4,1-4 Yrs,California,13
Dom Williams,San Diego,WR,Wide Receiver,Wide Receiver,Offense,23,74,200,0,Rookie,Washington State,80
Dontrelle Inman,San Diego,WR,Wide Receiver,Wide Receiver,Offense,27,75,205,3,1-4 Yrs,Virginia,15
Tyrell Williams,San Diego,WR,Wide Receiver,Wide Receiver,Offense,24,76,205,2,1-4 Yrs,Western Oregon,16
Marcus Martin,San Francisco,C,Center,Offensive Line,Offense,22,75,321,3,1-4 Yrs,USC,66
Marcus Cromartie,San Francisco,CB,Cornerback,Defensive Back,Defense,25,72,195,3,1-4 Yrs,Wisconsin,47
Keith Reaser,San Francisco,CB,Cornerback,Defensive Back,Defense,24,72,190,2,1-4 Yrs,Florida Atlantic,27
Prince Charles Iworah,San Francisco,CB,Cornerback,Defensive Back,Defense,22,69,192,0,Rookie,Western Kentucky,30
Tramaine Brock,San Francisco,CB,Cornerback,Defensive Back,Defense,27,70,197,7,5-8 Yrs,Belhaven University,26
Chris Davis,San Francisco,CB,Cornerback,Defensive Back,Defense,25,70,201,3,1-4 Yrs,Auburn,43
Kenneth Acker,San Francisco,CB,Cornerback,Defensive Back,Defense,24,71,195,3,1-4 Yrs,SMU,20
Will Redmond,San Francisco,CB,Cornerback,Defensive Back,Defense,22,71,182,0,Rookie,Mississippi State,2
Rashard Robinson,San Francisco,CB,Cornerback,Defensive Back,Defense,20,73,171,0,Rookie,LSU,21
Dontae Johnson,San Francisco,CB,Cornerback,Defensive Back,Defense,24,74,200,3,1-4 Yrs,NC State,36
Jered Bell,San Francisco,DB,Defensive Back,Defensive Back,Defense,24,73,205,0,Rookie,Colorado,NA
Ronald Blair,San Francisco,DE,Defensive End,Front Seven,Defense,23,73,272,0,Rookie,Appalachian State,49
Jason Fanaika,San Francisco,DE,Defensive End,Front Seven,Defense,24,74,276,0,Rookie,Utah,NA
Lenny Jones,San Francisco,DE,Defensive End,Front Seven,Defense,24,75,269,0,Rookie,Nevada,NA
Tank Carradine,San Francisco,DE,Defensive End,Front Seven,Defense,27,76,295,4,1-4 Yrs,Florida State,95
Tony Jerod-Eddie,San Francisco,DE,Defensive End,Front Seven,Defense,26,77,301,4,1-4 Yrs,Texas A&M,63
DeForest Buckner,San Francisco,DE,Defensive End,Front Seven,Defense,22,79,281,0,Rookie,Oregon,44
Glenn Dorsey,San Francisco,DL,Defensive Lineman,Front Seven,Defense,30,73,297,9,9-12 Yrs,LSU,90
Marcus Rush,San Francisco,DL,Defensive Lineman,Front Seven,Defense,25,75,251,1,1-4 Yrs,Michigan State,45
Darren Lake,San Francisco,DL,Defensive Lineman,Front Seven,Defense,22,75,324,0,Rookie,Alabama,NA
Demetrius Cherry,San Francisco,DL,Defensive Lineman,Front Seven,Defense,24,78,300,0,Rookie,Arizona,NA
Arik Armstead,San Francisco,DL,Defensive Lineman,Front Seven,Defense,22,79,292,2,1-4 Yrs,Oregon,91
Ian Williams,San Francisco,DT,Defensive Tackle,Front Seven,Defense,26,73,305,6,5-8 Yrs,Notre Dame,93
Kaleb Ramsey,San Francisco,DT,Defensive Tackle,Front Seven,Defense,27,75,285,2,1-4 Yrs,Boston College,69
Mike Purcell,San Francisco,DT,Defensive Tackle,Front Seven,Defense,25,75,303,3,1-4 Yrs,Wyoming,64
Alex Balducci,San Francisco,DT,Defensive Tackle,Front Seven,Defense,22,75,308,0,Rookie,Oregon,NA
Quinton Dial,San Francisco,DT,Defensive Tackle,Front Seven,Defense,26,77,318,3,1-4 Yrs,Alabama,92
Bruce Miller,San Francisco,FB,Fullback,Tailback,Offense,28,74,248,6,5-8 Yrs,UCF,49
Eric Reid,San Francisco,FS,Free Safety,Defensive Back,Defense,24,73,213,4,1-4 Yrs,LSU,35
Daniel Kilgore,San Francisco,G,Guard,Offensive Line,Offense,28,75,308,6,5-8 Yrs,Appalachian State,67
Zane Beadles,San Francisco,G,Guard,Offensive Line,Offense,29,76,315,7,5-8 Yrs,Utah,NA
Andrew Tiller,San Francisco,G,Guard,Offensive Line,Offense,27,76,324,4,1-4 Yrs,Syracuse,61
Joshua Garnett,San Francisco,G,Guard,Offensive Line,Offense,22,76,317,0,Rookie,Stanford,51
Michael Wilhoite,San Francisco,LB,Linebacker,Front Seven,Defense,29,72,240,5,5-8 Yrs,Washburn,57
NaVorro Bowman,San Francisco,LB,Linebacker,Front Seven,Defense,28,72,242,7,5-8 Yrs,Penn State,53
Nick Bellore,San Francisco,LB,Linebacker,Front Seven,Defense,27,73,250,6,5-8 Yrs,Central Michigan,50
Shayne Skov,San Francisco,LB,Linebacker,Front Seven,Defense,26,74,247,2,1-4 Yrs,Stanford,56
Gerald Hodges,San Francisco,LB,Linebacker,Front Seven,Defense,25,74,236,4,1-4 Yrs,Penn State,51
Ahmad Brooks,San Francisco,LB,Linebacker,Front Seven,Defense,32,75,259,11,9-12 Yrs,Virginia,55
Ray-Ray Armstrong,San Francisco,LB,Linebacker,Front Seven,Defense,25,75,220,4,1-4 Yrs,Miami,54
Corey Lemonier,San Francisco,LB,Linebacker,Front Seven,Defense,24,75,255,4,1-4 Yrs,Auburn,96
Eli Harold,San Francisco,LB,Linebacker,Front Seven,Defense,22,75,247,2,1-4 Yrs,Virginia,58
Kevin Anderson,San Francisco,LB,Linebacker,Front Seven,Defense,NA,76,244,0,Rookie,Stanford,NA
Aaron Lynch,San Francisco,LB,Linebacker,Front Seven,Defense,23,77,270,3,1-4 Yrs,South Florida,59
Garrison Smith,San Francisco,NT,Nose Tackle,Front Seven,Defense,24,73,300,1,1-4 Yrs,Georgia,70
Brandon Thomas,San Francisco,OG,Offensive Guard,Offensive Line,Offense,25,75,317,2,1-4 Yrs,Clemson,60
Norman Price,San Francisco,OL,Offensive Line,Offensive Line,Offense,21,76,311,0,Rookie,Southern Mississippi,NA
Colin Kelly,San Francisco,OL,Offensive Line,Offensive Line,Offense,26,77,298,1,1-4 Yrs,Oregon State,68
Blake Muir,San Francisco,OL,Offensive Line,Offensive Line,Offense,25,77,295,0,Rookie,Baylor,NA
Ian Silberman,San Francisco,OL,Offensive Line,Offensive Line,Offense,23,77,306,2,1-4 Yrs,Boston College,62
Trent Brown,San Francisco,OL,Offensive Line,Offensive Line,Offense,23,80,355,2,1-4 Yrs,Florida,77
Fahn Cooper,San Francisco,OT,Offensive Tackle,Offensive Line,Offense,23,76,308,0,Rookie,Ole Miss,74
Joe Staley,San Francisco,OT,Offensive Tackle,Offensive Line,Offense,31,77,315,10,9-12 Yrs,Central Michigan,74
John Theus,San Francisco,OT,Offensive Tackle,Offensive Line,Offense,22,78,317,0,Rookie,Georgia,71
Erik Pears,San Francisco,OT,Offensive Tackle,Offensive Line,Offense,34,80,316,10,9-12 Yrs,Colorado State,71
Bradley Pinion,San Francisco,P,Punter,Special Teams,Special Teams,22,77,229,2,1-4 Yrs,Clemson,5
Phil Dawson,San Francisco,PK,Place Kicker,Special Teams,Special Teams,41,71,200,18,13+ Yrs,Texas,9
John Lunsford,San Francisco,PK,Place Kicker,Special Teams,Special Teams,22,73,214,0,Rookie,Liberty,49
Thaddeus Lewis,San Francisco,QB,Quarterback,QB,Offense,28,74,219,4,1-4 Yrs,Duke,9
Jeff Driskel,San Francisco,QB,Quarterback,QB,Offense,23,75,230,0,Rookie,Louisiana Tech,6
Colin Kaepernick,San Francisco,QB,Quarterback,QB,Offense,28,76,230,6,5-8 Yrs,Nevada,7
Blaine Gabbert,San Francisco,QB,Quarterback,QB,Offense,26,76,235,6,5-8 Yrs,Missouri,2
Carlos Hyde,San Francisco,RB,Running Back,Tailback,Offense,24,72,235,3,1-4 Yrs,Ohio State,28
DuJuan Harris,San Francisco,RB,Running Back,Tailback,Offense,27,68,203,3,1-4 Yrs,Troy,32
Mike Davis,San Francisco,RB,Running Back,Tailback,Offense,23,69,217,2,1-4 Yrs,South Carolina,22
Kelvin Taylor,San Francisco,RB,Running Back,Tailback,Offense,22,70,209,0,Rookie,Florida,21
Shaun Draughn,San Francisco,RB,Running Back,Tailback,Offense,28,71,205,4,1-4 Yrs,North Carolina,24
Kendall Gaskins,San Francisco,RB,Running Back,Tailback,Offense,25,73,238,2,1-4 Yrs,Richmond,30
